,id,title,date,author,technique,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5
600,228582,Ohne Titel (Lilie in einer Bierflasche),um 1915,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  25,7 x 20,6 cm","Blattmaß:  29,9 x 23,8 cm",,,
601,228586,"Ohne Titel (Waisenstraße 18, ""Bullenwinkel"", neben dem Durchgang zur Neuen Friedrichstraße)",August 1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,3 x 26,4 cm","Blattmaß:  23,9 x 29,6 cm",,,
602,228587,"Ohne Titel (Sargmagazin ""Thanatos"", Holzmarktstraße 45)",August 1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20 x 26,2 cm","Blattmaß:  23 x 29,4 cm",Passepartoutmaß:  70 x 50 cm,,
603,228588,"Ohne Titel (Mauer, vermutlich in Charlottenburg)",August 1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,1 x 26,8 cm","Blattmaß:  23,3 x 29,4 cm",Passepartoutmaß:  70 x 50 cm,,
604,228589,"Ohne Titel (Im Atelier von August Gaul: Skulptur eines liegenden jungen Löwen, nach rechts gewand)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,3 x 27,7 cm","Blattmaß:  23,3 x 29,5 cm",,,
605,228590,"Ohne Titel (Im Atelier von August Gaul: Skulptur eines liegenden jungen Löwen, halb nach links gewand)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,3 x 27,2 cm","Blattmaß:  23,3 x 29,6 cm",,,
606,228591,"Ohne Titel (Im Atelier von August Gaul: Skulptur eines liegenden jungen Löwen, nach links gewand)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,4 x 27,7 cm","Blattmaß:  23,5 x 29,4 cm",,,
607,228592,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, zwei Schafe, nach rechts gewandt)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,2 x 27,4 cm","Blattmaß:  23,4 x 29,8 cm",,,
608,228593,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, zwei Schafe, nach links gewandt)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,1 x 27,4 cm","Blattmaß:  23,3 x 29,6 cm",,,
609,228594,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, zwei Eulen auf Stein sitzend)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  27,4 x 20,2 cm","Blattmaß:  29,6 x 23,4 cm",,,
610,228595,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, zwei Eulen auf Stein sitzend)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  27,4 x 20,2 cm","Blattmaß:  29,8 x 23,6 cm",,,
611,228596,"Ohne Titel (Im Atelier von August Gaul: Zwei Bronzeskulpturen, aufgerichtete Fischotter)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,2 x 27,5 cm","Blattmaß:  23,5 x 29,8 cm",,,
612,228597,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, drei Gänse, nach rechts gewandt)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,2 x 27,6 cm","Blattmaß:  23,4 x 29,6 cm",,,
613,228598,"Ohne Titel (Im Atelier von August Gaul: Bronzeskulptur, drei Gänse, nach links gewandt)",1901,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,1 x 27,2 cm","Blattmaß:  23,2 x 29,4 cm",,,
614,228599,Ohne Titel (Portrait Heinrich Zille),1905/1906,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,8 x 19,9 cm","Blattmaß:  29,4 x 23,1 cm",Passepartoutmaß:  70 x 50 cm,,
615,228600,Ohne Titel (Anna und Walter Zille),um 1920,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,4 x 20,4 cm","Blattmaß:  29,5 x 23,5 cm",,,
616,228772,Ohne Titel (Hans und Walter vor einem Fachwerkhaus),Sommer 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,5 x 26,1 cm","Fotopapiermaß:  23,8 x 29,9 cm",,,
617,228775,Ohne Titel (Zuschauer vor einer Schaubude),August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm",Fotopapiermaß:  24 x 30 cm,,,
618,228776,Ohne Titel (Schaubuden),August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm",Fotopapiermaß:  24 x 30 cm,,,
619,228778,Ohne Titel (Mädchen mit Kleinkind und Junge),Juli/August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,5 x 20,6 cm","Fotopapiermaß:  30,1 x 24 cm",,,
620,228780,"Ohne Titel (Kegelabend, vorn rechts August Klaus, daneben Fritz Klimsch, hinten August Heer )",Winter 1899/1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  19 x 26,6 cm","Fotopapiermaß:  23,8 x 29,8 cm",,,
621,228782,Ohne Titel (Zuschauer vor Schaubude),August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,2 x 26,5 cm","Fotopapiermaß:  23,5 x 29,6 cm",,,
622,228792,Ohne Titel (Portrait Margarete Zille),1905/ 1906,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  25,3 x 18,1 cm","Blattmaß:  29,9 x 23,8 cm",,,
623,228793,"Ohne Titel (Portrait Hulda Zille, Brustbild)",1905/1906,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  25,5 x 18,2 cm","Blattmaß:  29,8 x 23,9 cm",,,
