,id,title,date,author,technique,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5
0,153911,Ohne Titel (Zuschauer vor einer Schaubude),Sommer 1897,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7x26,2 cm","Blattmaß:  23,9x29,9 cm",Passepartoutmaß:  70 x 50 cm,,
1,156704,Ohne Titel (Blick aus Zilles Wohnung),Sommer 1893,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  19,7x26,2 cm","Fotopapiermaß:  23,8 x 29,9 cm",Passepartoutmaß:  70 x 50 cm,,
2,156721,Ohne Titel (Das Haus Nr. 88 in der Sophie-Charlotte-Straße; im 4. Stock Zilles Wohnung),Herbst 1897,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,5x20,6 cm","Fotopapiermaß:  29,9 x 23,8 cm",,,
3,156722,"Ohne Titel (Fritz Klimsch in seinem Atelier, rechts Heinrich Zille)",1899,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,6 x 26,6 cm","Fotopapiermaß:  23,9 x 29,9 cm",,,
4,156723,"Ohne Titel (In der Wohnung, Blick vom Wohn- zum Schlafzimmer auf die Balkontür)",Herbst 1899,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20 x 25,9 cm","Fotopapiermaß:  23,2 x 29,5 cm",Passepartoutmaß:  70 x 50 cm,,
5,159289,"Ohne Titel (Aufbau des Standes ""Rosen aus dem Süden"")",Juli/August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,1 x 26,8 cm","Fotopapiermaß:  23,4 x 29,7 cm",Passepartoutmaß:  70 x 50 cm,,
6,161095,Ohne Titel (Frau mit ihrem Kind im Arm vor einer Latrine),August 1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7x26,2 cm",Fotopapiermaß:  24 x 30 cm,Passepartoutmaß:  70 x 50 cm,,
7,16699,"Ohne Titel (Kiesgrube am Westend, heute Theodor-Heuss-Platz)",Herbst 1899,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm","Fotopapiermaß:  23,8 x 29,9 cm",Passepartoutmaß:  70 x 50 cm,,
8,16700,Ohne Titel (Sandweg zur Müllkippe am Westend in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm","Fotopapiermaß:  23,8 x 29,9 cm",Passepartoutmaß:  70 x 50 cm,,
9,16703,Ohne Titel (Landschaft mit Kieferngruppe),Frühling 1897,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,3 x 26,3 cm","Fotopapiermaß:  23,3 x 29,4 cm",,,
10,168433,"Ohne Titel (Rastende Frauen neben reisigbeladenem Kinderwagen, Blick auf die Königin-Elisabeth-Kaserne)",Herbst 1897,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7x26,1 cm","Fotopapiermaß:  24 x 29,9 cm",Passepartoutmaß:  60 x 50 cm,,
11,168480,Ohne Titel (Frau mit reisigbeladenem Kinderwagen),Herbst 1897,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7x26,2 cm","Fotopapiermaß:  23,8 x 29,9 cm",,,
12,169578,Ohne Titel (Handstand machende Jungen),Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7x26,2 cm","Fotopapiermaß:  23,8 x 29,9 cm",Passepartoutmaß:  60 x 50 cm,"Rahmenmaß:  62,5 x 52,5 x 3 cm",
13,170887,"Ohne Titel (Erster Hof im Krögel mit posierenden Kindern, Blick vom zweiten Hof)",um 1896,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,7 x 20 cm","Fotopapiermaß:  29,5 x 23,3 cm",Passepartoutmaß:  60 x 50 cm,,
14,170888,Ohne Titel (Dachkammer mit Gaubenfenster; Frau im Bett liegend),Winter 1899/1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,8 x 26,1 cm","Fotopapiermaß:  23,9 x 29,8 cm",Passepartoutmaß:  70 x 50 cm,,
15,170889,"Ohne Titel (Aktstudie, Pose, kniend, frontal)",Winter 1899/1900,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  25,8 x 18,9 cm","Fotopapiermaß:  29,1 x 23,2 cm",,,
16,17090,"Ohne Titel (Blick aus Zilles Wohnung in der Sophie-Charlotte-Straße 88, Richtung Südwesten auf das Ringbahngelände und die Knobelsdorffbrücke)",Sommer 1893,"Zille, Heinrich (1858-1929)","Albuminpapier, ungetont","Bildmaß:  8,2 x 14,3 cm","Fotopapiermaß:  8,2 x 14,3 cm",Passepartoutmaß:  50 x 40 cm,,
17,170964,Ohne Titel (Müllarbeiter mit Wagen),Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,2 x 20,7 cm","Fotopapiermaß:  23,8 x 29,9 cm",Passepartoutmaß:  70 x 50 cm,,
18,170985,Ohne Titel (Erster Hof im Krögel mit posierenden Kindern),um 1896,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,4 x 19,4 cm","Blattmaß:  29,8 x 24 cm",Passepartoutmaß:  60 x 40 cm,,
19,17099,"Ohne Titel (Krögelgasse, Zugang vom Molkenmarkt, mit einem Mädchen und einem Jungen als Passanten)",um 1896,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  14,2 x 9,4 cm","Fotopapiermaß:  14,2 x 9,4 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
20,170995,Ohne Titel (Handstand machende Jungen),Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm","Blattmaß:  23,9 x 29,9 cm",Passepartoutmaß:  60 x 50 cm,,
21,171005,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  20,7 x 26,2 cm","Blattmaß:  23,8 x 29,9 cm",Passepartoutmaß:  50 x 40 cm,,
22,17102,"Ohne Titel (National-Denkmal Kaiser Wilhelms I. von Reinhold Begas, an einem Regentag)",Frühling 1897,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  8,3 x 11,3 cm","Fotopapiermaß:  9,24 x 11,8 cm","Trägermaß:  10 x 14,2 cm Karton",Passepartoutmaß:  50 x 40 cm,
23,171022,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,5 x 20,7 cm","Blattmaß:  29,9 x 23,9 cm",Passepartoutmaß:  60 x 50 cm,,
24,17103,Ohne Titel (Reichstagsgebäude),Frühling 1897,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  8,2 x 11,1 cm","Fotopapiermaß:  8,2 x 11,1 cm","Trägermaß:  10,4 x 14,1 cm Karton",,
25,171035,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,4 x 20,6 cm","Blattmaß:  29,8 x 23,8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
26,17104,Ohne Titel (Siegessäule am Königsplatz),Frühling 1897,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  11,2 x 8,3 cm","Fotopapiermaß:  11,2 x 8,4 cm","Trägermaß:  14,3 x 10,4 cm Karton",,
27,17105,"Ohne Titel (Alexanderplatz mit Berolina, Blick Richtung ""Rotes Rathaus"")",Frühling 1897,"Zille, Heinrich (1858-1929)","mattes Kollodiumpapier, platingetont","Bildmaß:  8,24 x 11,5 cm","Fotopapiermaß:  8,63 x 11,5 cm","Trägermaß:  10,1 x 14 cm Karton",Passepartoutmaß:  50 x 40 cm,
28,171057,Ohne Titel (Zwei Frauen mit beladenem Handkarren),Herbst 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,6 x 20,6 cm","Blattmaß:  29,9 x 23,8 cm",,,
29,171058,Ohne Titel (Zwei Frauen mit beladenem Handkarren),Herbst 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  26,5 x 20,6 cm","Blattmaß:  29,9 x 23,8 cm",,,
30,171059,"Ohne Titel (Zwei Frauen ziehen und schieben gemeinsam den Handkarren durch den Sand, Blick auf die Knobelsdorffbrücke)",Herbst 1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  19,9 x 25,9 cm","Blattmaß:  23,4 x 29,3 cm",Passepartoutmaß:  60 x 50 cm,,
31,17106,"Ohne Titel (Bartelstraße 8a/Ecke Hirtenstraße (r.), Blick nach Nordosten)",Frühling 1897,"Zille, Heinrich (1858-1929)","mattes Kollodiumpapier, platingetont","Bildmaß:  8,3 x 11,8 cm","Fotopapiermaß:  8,7 x 12 cm","Trägermaß:  10,4 x 14,3 cm Karton",,
32,17107,"Ohne Titel (Kleine Alexanderstraße, zwischen Hirten- und Münzstraße, Blick nach Süden, an der Mauer der Kaserne des Kaiserlichen Alexander-Garde-Grenadier-Regiments Nr.1)",Frühling 1897,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  11,8 x 8,3 cm","Fotopapiermaß:  12,4 x 8,8 cm",Passepartoutmaß:  50 x 40 cm,,
33,17108,"Ohne Titel (Brezelverkauf, Hans Zille als Käufer, möglicherweise im Tiergarten)",Sommer 1897,"Zille, Heinrich (1858-1929)","Mattes Kollodiumpapier, platingetont","Bildmaß:  10,9 x 7,9 cm","Fotopapiermaß:  10,9 x 7,9 cm",Passepartoutmaß:  50 x 40 cm,,
34,17109,Ohne Titel (Brezelverkauf),Sommer 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,7 x 8,3 cm","Fotopapiermaß:  10,7 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,,
35,17110,Ohne Titel (Spaziergänger und Brezelverkäuferinnen),Sommer 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7 x 10,6 cm","Fotopapiermaß:  7 x 10,6 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
36,17152,"Ohne Titel (Die ""Original-Australier"")",Sommer 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8 x 10,8 cm","Fotopapiermaß:  8 x 10,8 cm",,,
37,17153,"Ohne Titel (Die ""Original-Australier"")",Sommer 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 11,3 cm","Fotopapiermaß:  8,3 x 11,3 cm",,,
38,17154,"Ohne Titel (Zuschauer vor einer Schaubude mit ""Sioux-Indianern"")",Sommer 1897,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  8 x 11,1 cm","Fotopapiermaß:  8 x 11,1 cm",,,
39,17155,"Ohne Titel (Zuschauer vor einem ""Varieté-Theater"")",Sommer 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 11,2 cm","Fotopapiermaß:  8,1 x 11,2 cm",Passepartoutmaß:  50 x 40 cm,,
40,17156,"Ohne Titel (Der Stand von ""Frl. Pauline"")",Sommer 1897,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  7,2 x 11 cm","Fotopapiermaß:  7,2 x 11 cm",Passepartoutmaß:  50 x 40 cm,,
41,17157,Ohne Titel (Schaustellerwagen mit Wäsche waschender Frau),Sommer 1897,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  8,1 x 11,3 cm","Fotopapiermaß:  8,1 x 11,3 cm",Passepartoutmaß:  50 x 40 cm,,
42,17158,"Ohne Titel (Junge Frau mit Kind sowie ein Mann vor einer ""Restauration"")",Sommer 1897,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  8,3 x 10,9 cm","Fotopapiermaß:  8,5 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
43,17160,Ohne Titel (Vier Reisigsammlerinnen auf dem Weg zur Sophie-Charlotte-Straße),Spätsommer 1897,"Zille, Heinrich (1858-1929)",Albumin,"Bildmaß:  7,8 x 10,6 cm","Fotopapiermaß:  7,8 x 10,6 cm",Passepartoutmaß:  50 x 40 cm,,
44,17163,Ohne Titel (Kinder in der Sophie-Charlotte-Straße),Sommer 1897,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  5,4 x 10,7 cm","Fotopapiermaß:  5,4 x 10,7 cm","Trägermaß:  10,4 x 14,3 cm Karton",,
45,17165,"Ohne Titel (Margarete, Hans, Heinrich Zille, Mutter Frieske, Walter und Hulda Zille)",16. September 1897,"Zille, Heinrich (1858-1929)","Albumin, ungetont","Bildmaß:  8,3 x 11,3 cm","Fotopapiermaß:  8,3 x 11,3 cm",,,
46,17167,"Ohne Titel (Rastende Frauen neben reisigbeladenem Kinderwagen, Blick auf die Königin-Elisabeth-Kaserne)",Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8 x 11,1 cm","Fotopapiermaß:  8,2 x 11,1 cm",Passepartoutmaß:  50 x 70 cm   mit WV 86 und WV 88,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
47,17168,Ohne Titel (Frau und Kind mit reisigbeladenem Kinderwagen vor der Silhouette der Westend-Kolonie),Herbst 1897,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  7,7 x 11,3 cm","Fotopapiermaß:  7,7 x 11,3 cm",Passepartoutmaß:  50 x 40 cm,,
48,17169,Ohne Titel (Frau und Kind mit reisigbeladenem Kinderwagen auf dem Weg nach Charlottenburg),Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,5 x 11,3 cm","Fotopapiermaß:  7,5 x 11,3 cm",Passepartoutmaß:  50 x 40 cm,,
49,17170,"Ohne Titel (Frau mit Sack, Kind und Frau vor Stadtrand)",Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 11,7 cm","Fotopapiermaß:  8,1 x 12 cm",Passepartoutmaß:  50 x 70 cm   mit WV 82 und WV 88,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
50,17171,Ohne Titel (Frau mit reisigbeladenem Kinderwagen),Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  5,8 x 10,8 cm","Fotopapiermaß:  5,8 x 10,8 cm",,,
51,17172,"Ohne Titel (Frau und Kind mit reisigbeladenem Kinderwagen, im Hintergrund die Knobelsdorffbrücke)",Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 11,7 cm","Fotopapiermaß:  8,5 x 11,7 cm",Passepartoutmaß:  50 x 70 cm   mit WV 82 und WV 86,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
52,17173,Ohne Titel (Kiesgrubenwärter in seiner Hütte),Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  8 x 11,5 cm","Fotopapiermaß:  8 x 11,5 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
53,17174,Ohne Titel (Kiesgrubenwärter in seiner Hütte),Herbst 1897,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  8,2 x 11,5 cm","Fotopapiermaß:  8,2 x 11,5 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
54,17175,Ohne Titel (Kiesgrubenwärter in seiner Hütte),Herbst 1897,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,2 x 11,6 cm","Fotopapiermaß:  8,2 x 11,6 cm",Passepartoutmaß:  50 x 40 cm,,
55,17176,Ohne Titel (Rand einer Kiesgrube am Westend),Herbst 1897,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  7,2 x 11,3 cm","Fotopapiermaß:  7,2 x 11,3 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
56,17177,Ohne Titel (Wohnhaus Sophie-Charlotte-Straße/Ecke Knobelsdorffstraße),Jahreswende 1897/1898,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  11,7 x 7,9 cm","Fotopapiermaß:  12,2 x 9 cm",,,
57,17181,"Ohne Titel (Blick über die Ringbahn auf die Westend-Kolonie, Wolkenstudie)",1898,"Zille, Heinrich (1858-1929)","Albumin, ungetont","Bildmaß:  8,6 x 11,1 cm","Fotopapiermaß:  8,8 x 11,9 cm",Passepartoutmaß:  50 x 40 cm,,
58,17183,Ohne Titel (Blick über die Ringbahn auf die Westend-Kolonie),1898,"Zille, Heinrich (1858-1929)",Silbergelatinepapier,"Bildmaß:  4,9 x 9,6 cm","Fotopapiermaß:  6,5 x 11,5 cm",Passepartoutmaß:  70 x 50 cm,,
59,17185,Ohne Titel (Frau mit Hacke und gefüllter Kiepe),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,3 cm","Fotopapiermaß:  11 x 8,3 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  62,5 x 52,5 x 3 cm",
60,17187,Ohne Titel (Wilde Müllkippe in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt",Bildmaß:  8 x 11 cm,Fotopapiermaß:  8 x 11 cm,"Trägermaß:  10,4 x 14,3 cm Karton",,
61,17188,Ohne Titel (Wilde Müllkippe mit Sandhang),Sommer 1898,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,7 x 11 cm","Fotopapiermaß:  8,5 x 11,2 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  53 x 43 x 2,2 cm",
62,17190,Ohne Titel (Wilde Müllkippe in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,7 x 10,8 cm","Fotopapiermaß:  7,7 x 10,8 cm",Passepartoutmaß:  50 x 40 cm,,
63,17191,Ohne Titel (Wilde Müllkippe in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 11 cm","Fotopapiermaß:  8,4 x 11,3 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
64,17193,Ohne Titel (Wilde Müllkippe in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11,1 x 8 cm","Fotopapiermaß:  11,2 x 8 cm",Passepartoutmaß:  50 x 40 cm,,
65,17196,Ohne Titel (Sandweg zur Müllkippe am Westend in Charlottenburg),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  4,8 x 11 cm","Fotopapiermaß:  4,8 x 11,2 cm",Passepartoutmaß:  50 x 40 cm,,
66,17199,Ohne Titel (Drei aufsitzende Offiziere),Sommer 1898,"Zille, Heinrich (1858-1929)",Albumin,"Bildmaß:  8,2 x 10,8 cm","Fotopapiermaß:  8,2 x 10,8 cm",Passepartoutmaß:  50 x 40 cm,,
67,17201,Ohne Titel (Aufsitzender Offizier),Sommer 1898,"Zille, Heinrich (1858-1929)",Albumin,"Bildmaß:  8,1 x 10,8 cm","Fotopapiermaß:  8,1 x 10,8 cm",,,
68,17202,"Ohne Titel (Frau mit Kind, am Königsweg, Blick Richtung Horstweg)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  4,6 x 8,1 cm","Fotopapiermaß:  4,6 x 8,1 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
69,17210,"Ohne Titel (Sonntagnachmittag, Am Königsweg)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,9 x 8,5 cm","Fotopapiermaß:  10,9 x 8,5 cm","Trägermaß:  14,2 x 10,4 cm Karton",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm"
70,17215,"Ohne Titel (Frauen mit Kindern, Blick auf die Turnhalle der Gemeindeschule, dahinter die Knobelsdorffstraße/Ecke Danckelmannstraße)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  4,5 x 8 cm","Fotopapiermaß:  4,5 x 8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
71,17219,"Ohne Titel (Wiese vor der Turnhalle der Gemeindeschule, dahinter die Knobelsdorffstraße/Ecke Danckelmannstraße)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  2,2 x 8,3 cm","Fotopapiermaß:  2,2 x 8,3 cm",,,
72,17220,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  8,2 x 10,5 cm","Fotopapiermaß:  8,6 x 10,5 cm",Passepartoutmaß:  50 x 40 cm,,
73,17221,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,6 x 10,9 cm","Fotopapiermaß:  8,6 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
74,17224,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,8 cm","Fotopapiermaß:  11 x 8,8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
75,17225,Ohne Titel (Markt auf dem Friedrich-Karl-Platz),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,7 x 10,9 cm","Fotopapiermaß:  8,8 x 11 cm",Passepartoutmaß:  50 x 40 cm,,
76,17227,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 10,8 cm","Fotopapiermaß:  8,5 x 10,8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
77,17229,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 10,9 cm","Fotopapiermaß:  8,3 x 11 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
78,17230,Ohne Titel (Markt auf dem Friedrich-Karl-Platz),Sommer 1898,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  10,6 x 8,1 cm","Fotopapiermaß:  10,7 x 8,1 cm",Passepartoutmaß:  50 x 40 cm,,
79,17231,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,9 x 8,8 cm","Fotopapiermaß:  10,9 x 8,8 cm",,,
80,17232,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  9,9 x 8 cm",Fotopapiermaß:  10 x 8 cm,Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
81,17233,"Ohne Titel (Friedrich-Karl-Platz, Nordwestseite)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,7 x 8,2 cm","Fotopapiermaß:  7,7 x 8,8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
82,17306,"Ohne Titel (Kinder auf der Knobelsdorffbrücke, Blick Richtung Charlottenburg)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 7,8 cm","Fotopapiermaß:  8,3 x 7,8 cm",Passepartoutmaß:  50 x 40 cm,,
83,17307,"Ohne Titel (Kinder auf der Knobelsdorffbrücke, Blick Richtung Charlottenburg)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,3 x 8,2 cm","Fotopapiermaß:  10,3 x 8,2 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
84,17308,"Ohne Titel (Junge mit kleinem Mädchen huckepack an den Gleisen der Ringbahn, Blick auf die Sophie-Charlotte-Straße)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,8 x 8,1 cm","Fotopapiermaß:  10,8 x 8,1 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
85,17309,Ohne Titel (Junge mit kleinem Mädchen huckepack auf der Knobelsdorffbrücke),Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,4 x 8,4 cm","Fotopapiermaß:  10,4 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
86,17313,"Ohne Titel (Heinrich, Hulda, Clara Hertel (spätere Frau Gaul), Hans, Walter ein Arbeitskollege von Heinrich Zille, Hulda und August Gaul)",Sommer 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8 x 11,6 cm","Fotopapiermaß:  8 x 11,6 cm",,,
87,17316,Ohne Titel (Hausdurchgang im Krögel),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11,4 x 7,9 cm","Fotopapiermaß:  12 x 7,9 cm",Passepartoutmaß:  50 x 40 cm,,
88,17319,Ohne Titel (Hausdurchgang im Krögel mit zwei Jungen),Herbst 1898,"Zille, Heinrich (1858-1929)",Kollodiumpapier,"Bildmaß:  11,4 x 8,2 cm","Fotopapiermaß:  12,3 x 8,6 cm",Passepartoutmaß:  50 x 40 cm,,
89,17322,Ohne Titel (Hausdurchgang im Krögel mit einer Person rechts unter der Treppe),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  11,4 x 7,9 cm","Fotopapiermaß:  11,7 x 8,9 cm",Passepartoutmaß:  50 x 40 cm,,
90,17326,Ohne Titel (Hauseingang im Krögel mit Kindern),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  11,1 x 8,7 cm","Fotopapiermaß:  11,2 x 8,7 cm","Trägermaß:  13,8 x 9,3 cm Karton",,
91,17328,Ohne Titel (Hauseingang im Krögel mit drei Jungen),Herbst 1898,"Zille, Heinrich (1858-1929)",mattes Zelloidinpapier,"Bildmaß:  11,1 x 8,5 cm","Fotopapiermaß:  11,4 x 8,5 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
